transaction_id,transaction_datetime,customer_id,age,gender,emirate,category,product,quantity,unit_price_aed,total_aed,has_loyalty,offer_applied,points_earned,points_redeemed
TR50203,2025-04-22 11:41:18.701600,CUST1174,67,Female,Abu Dhabi,Grocery,Olive Oil 1L,1,46.6,46.6,False,False,46,0
TR50204,2025-06-12 23:56:19.701600,CUST1215,70,Male,Ras Al Khaimah,Home,Bedsheet,1,184.74,184.74,False,False,184,0
TR50205,2025-07-31 16:05:11.701600,CUST1262,52,Male,Sharjah,Electronics,Headphones,2,134.81,269.62,False,False,269,0
TR50206,2025-01-01 04:02:11.701600,CUST1274,41,Male,Umm Al Quwain,Clothing,Dress,1,204.85,204.85,False,False,204,0
TR50207,2025-01-08 10:31:21.701600,CUST1195,45,Male,Abu Dhabi,Electronics,Headphones,1,122.43,122.43,True,False,122,0
TR50208,2025-07-09 18:12:17.701600,CUST1316,65,Male,Abu Dhabi,Electronics,Smartphone,2,1243.89,2487.78,False,False,2487,0
TR50209,2025-07-28 23:59:57.701600,CUST1314,37,Female,Dubai,Electronics,Laptop,1,2368.1,2177.1,True,True,2368,191
TR50210,2025-09-27 00:49:12.701600,CUST1234,24,Male,Abu Dhabi,Home,Bedsheet,1,178.41,178.41,False,True,178,0
TR50211,2025-07-05 19:28:32.701600,CUST1089,68,Male,Dubai,Clothing,T-Shirt,1,59.47,59.47,False,False,59,0
TR50212,2025-08-18 23:10:43.701600,CUST1074,48,Female,Abu Dhabi,Pharmacy,Vitamins,1,99.62,79.7,True,False,99,195
TR50213,2025-02-23 06:54:16.701600,CUST1240,19,Female,Dubai,Grocery,Olive Oil 1L,1,35.65,35.65,True,True,35,0
TR50214,2025-06-19 07:38:37.701600,CUST1228,20,Female,Dubai,Electronics,Headphones,1,127.74,127.74,False,False,127,0
TR50215,2025-03-11 02:49:20.701600,CUST1233,48,Male,Abu Dhabi,Grocery,Bread,1,3.39,3.39,True,False,3,0
TR50216,2025-05-13 15:45:48.701600,CUST1126,41,Female,Dubai,Electronics,Headphones,1,114.75,114.75,False,True,114,0
TR50217,2025-06-06 16:35:05.701600,CUST1082,43,Male,Abu Dhabi,Clothing,T-Shirt,1,57.05,57.05,False,False,57,0
TR50218,2025-03-22 08:30:17.701600,CUST1077,49,Male,Sharjah,Clothing,T-Shirt,1,48.43,48.43,False,True,48,0
TR50219,2025-01-12 14:11:03.701600,CUST1257,38,Female,Dubai,Home,Bedsheet,1,186.19,186.19,True,False,186,0
TR50220,2025-01-11 13:44:24.701600,CUST1154,67,Female,Dubai,Grocery,Milk 1L,3,6.3,18.9,False,False,18,0
TR50221,2025-05-29 12:26:16.701600,CUST1251,48,Male,Dubai,Electronics,Laptop,1,2907.78,2907.78,False,False,2907,0
TR50222,2025-08-04 07:36:34.701600,CUST1008,69,Female,Dubai,Grocery,Olive Oil 1L,1,42.36,42.36,True,True,42,0
TR50223,2025-03-25 18:57:02.701600,CUST1010,36,Male,Umm Al Quwain,Electronics,Powerbank,1,81.56,81.56,True,False,81,0
TR50224,2024-12-18 20:29:32.701600,CUST1021,63,Male,Abu Dhabi,Grocery,Rice 5kg,2,35.33,70.66,True,False,70,0
TR50225,2025-01-01 07:00:39.701600,CUST1283,56,Male,Ras Al Khaimah,Clothing,Jeans,1,141.25,141.25,True,False,141,0
TR50226,2025-01-07 10:14:36.701600,CUST1326,25,Female,Abu Dhabi,Electronics,Laptop,1,2816.2,2816.2,False,False,2816,0
TR50227,2025-03-03 12:16:21.701600,CUST1135,71,Male,Dubai,Grocery,Milk 1L,1,5.94,5.94,True,False,5,0
TR50228,2025-03-24 23:23:42.701600,CUST1102,35,Male,Dubai,Electronics,Headphones,1,128.91,128.91,False,False,128,0
TR50229,2025-06-01 02:35:39.701600,CUST1393,52,Female,Dubai,Electronics,Smartphone,1,1162.81,1162.81,True,False,1162,0
TR50230,2025-03-10 14:42:56.701600,CUST1373,40,Female,Dubai,Toys,Action Figure,1,49.66,49.66,True,False,49,0
TR50231,2025-09-04 11:27:51.701600,CUST1044,64,Male,Abu Dhabi,Grocery,Rice 5kg,1,33.69,33.69,False,False,33,0
TR50232,2025-07-02 10:20:24.701600,CUST1081,57,Female,Sharjah,Home,Bedsheet,1,173.35,173.35,True,False,173,0
TR50233,2024-10-24 20:12:20.701600,CUST1233,48,Male,Abu Dhabi,Clothing,Jeans,2,149.52,299.04,True,False,299,0
TR50234,2025-03-07 12:32:35.701600,CUST1396,71,Female,Umm Al Quwain,Grocery,Milk 1L,2,6.14,12.28,False,False,12,0
TR50235,2025-01-09 12:22:10.701600,CUST1228,20,Female,Dubai,Toys,Action Figure,1,51.31,51.31,False,False,51,0
TR50236,2025-08-09 01:11:38.701600,CUST1060,24,Male,Sharjah,Grocery,Bread,1,3.47,3.47,True,False,3,0
TR50237,2025-01-01 05:23:21.701600,CUST1308,32,Female,Sharjah,Clothing,Dress,1,189.17,151.34,True,False,189,90
TR50238,2025-02-25 19:45:23.701600,CUST1143,56,Male,Ajman,Grocery,Milk 1L,1,5.7,5.7,True,False,5,0
TR50239,2025-08-30 05:54:28.701600,CUST1114,20,Female,Dubai,Clothing,Jeans,1,147.73,147.73,True,True,147,0
TR50240,2024-10-23 07:26:56.701600,CUST1185,31,Female,Dubai,Grocery,Olive Oil 1L,1,45.18,45.18,True,False,45,0
TR50241,2024-11-05 02:50:07.701600,CUST1203,23,Female,Sharjah,Clothing,Dress,1,194.14,194.14,True,False,194,0
TR50242,2025-05-18 09:11:16.701600,CUST1258,54,Female,Dubai,Electronics,Powerbank,1,78.44,78.44,False,False,78,0
TR50243,2024-12-22 12:31:59.701600,CUST1326,25,Female,Abu Dhabi,Toys,Action Figure,1,41.21,41.21,False,True,41,0
TR50244,2025-02-05 19:49:23.701600,CUST1381,48,Female,Dubai,Toys,Action Figure,2,46.64,93.28,False,False,93,0
TR50245,2024-10-28 21:29:46.701600,CUST1336,40,Female,Ajman,Clothing,T-Shirt,1,58.17,58.17,True,False,58,0
TR50246,2025-01-14 08:46:46.701600,CUST1157,19,Female,Abu Dhabi,Electronics,Powerbank,1,79.04,79.04,True,False,79,0
TR50247,2025-07-25 15:48:28.701600,CUST1200,27,Female,Dubai,Grocery,Bread,1,3.36,3.36,False,False,3,0
TR50248,2025-03-09 18:11:51.701600,CUST1285,49,Male,Dubai,Home,Cookware Set,1,338.49,338.49,True,False,338,0
TR50249,2024-10-28 02:09:12.701600,CUST1124,65,Male,Dubai,Home,Bedsheet,1,186.06,186.06,False,False,186,0
TR50250,2025-03-10 11:15:48.701600,CUST1008,69,Female,Dubai,Clothing,Jacket,1,339.09,279.09,True,False,339,60
TR50251,2025-01-11 20:42:55.701600,CUST1100,57,Male,Dubai,Clothing,Dress,2,205.07,410.14,False,False,410,0
TR50252,2024-11-01 20:07:35.701600,CUST1230,58,Female,Abu Dhabi,Home,Bedsheet,1,170.39,170.39,False,True,170,0
TR50253,2025-01-30 20:24:05.701600,CUST1286,50,Male,Dubai,Home,Bedsheet,1,186.47,186.47,True,False,186,0
TR50254,2025-05-03 00:59:29.701600,CUST1289,28,Female,Dubai,Clothing,Dress,1,207.66,207.66,False,False,207,0
TR50255,2025-08-20 15:47:35.701600,CUST1146,24,Female,Abu Dhabi,Toys,Action Figure,1,50.65,50.65,False,False,50,0
TR50256,2025-06-03 12:28:18.701600,CUST1325,65,Female,Dubai,Grocery,Bread,2,3.35,6.7,False,False,6,0
TR50257,2025-07-04 13:55:04.701600,CUST1158,61,Male,Abu Dhabi,Electronics,Laptop,1,2737.06,2737.06,True,False,2737,0
TR50258,2025-03-17 01:49:19.701600,CUST1155,40,Male,Dubai,Grocery,Bread,1,3.5,3.5,False,False,3,0
TR50259,2025-07-12 01:30:31.701600,CUST1019,60,Male,Dubai,Electronics,Headphones,1,126.86,126.86,True,True,126,0
TR50260,2025-03-13 14:05:36.701600,CUST1275,73,Male,Dubai,Clothing,Jeans,2,151.33,302.66,True,False,302,0
TR50261,2025-08-25 00:01:54.701600,CUST1303,25,Female,Ras Al Khaimah,Electronics,Headphones,1,133.74,133.74,True,False,133,0
TR50262,2024-12-22 12:23:16.701600,CUST1351,71,Female,Ajman,Electronics,Smartphone,1,1184.02,1184.02,False,False,1184,0
TR50263,2024-11-18 02:04:11.701600,CUST1288,61,Male,Umm Al Quwain,Grocery,Bread,1,3.34,3.34,True,False,3,0
TR50264,2024-10-19 19:24:29.701600,CUST1280,64,Female,Sharjah,Toys,Action Figure,1,42.35,42.35,True,True,42,0
TR50265,2024-11-17 21:01:00.701600,CUST1110,52,Male,Dubai,Clothing,Jeans,1,145.28,145.28,False,False,145,0
TR50266,2025-01-30 05:42:38.701600,CUST1166,40,Male,Sharjah,Toys,Action Figure,2,46.92,93.84,True,False,93,0
TR50267,2025-04-14 01:19:57.701600,CUST1242,30,Female,Dubai,Home,Bedsheet,1,156.51,146.51,True,True,156,10
TR50268,2025-04-27 07:21:17.701600,CUST1324,50,Female,Sharjah,Home,Cookware Set,2,359.75,719.5,True,False,719,0
TR50269,2025-04-01 07:48:04.701600,CUST1338,43,Male,Dubai,Grocery,Milk 1L,1,6.04,4.83,True,False,6,169
TR50270,2025-04-25 00:13:38.701600,CUST1193,37,Female,Dubai,Clothing,Jeans,1,146.76,146.76,True,False,146,0
TR50271,2024-12-08 22:37:01.701600,CUST1203,23,Female,Sharjah,Toys,Action Figure,1,45.91,45.91,True,False,45,0
TR50272,2025-08-28 09:36:20.701600,CUST1392,46,Male,Dubai,Electronics,Headphones,1,120.88,120.88,False,True,120,0
TR50273,2024-12-10 21:23:55.701600,CUST1029,24,Male,Dubai,Home,Bedsheet,1,183.96,183.96,True,False,183,0
TR50274,2025-06-18 23:00:51.701600,CUST1364,19,Female,Abu Dhabi,Home,Bedsheet,1,172.26,172.26,True,False,172,0
TR50275,2025-02-01 13:29:00.701600,CUST1072,20,Male,Sharjah,Clothing,Jeans,1,148.51,148.51,False,True,148,0
TR50276,2024-12-21 08:06:41.701600,CUST1355,63,Female,Sharjah,Grocery,Bread,1,3.5,3.5,False,False,3,0
TR50277,2025-03-30 22:56:38.701600,CUST1188,25,Female,Dubai,Clothing,T-Shirt,2,49.11,98.22,False,True,98,0
TR50278,2025-06-18 09:21:32.701600,CUST1222,39,Male,Ras Al Khaimah,Home,Cookware Set,1,348.24,348.24,True,True,348,0
TR50279,2025-09-30 02:10:07.701600,CUST1341,35,Male,Dubai,Electronics,Laptop,2,2623.96,5247.92,True,False,5247,0
TR50280,2024-10-01 10:47:25.701600,CUST1205,44,Male,Sharjah,Electronics,Powerbank,2,82.19,164.38,False,False,164,0
TR50281,2024-12-13 06:53:20.701600,CUST1061,55,Male,Dubai,Electronics,Laptop,1,2694.36,2694.36,True,False,2694,0
TR50282,2024-12-03 00:50:23.701600,CUST1047,60,Female,Umm Al Quwain,Grocery,Bread,1,3.42,3.42,True,False,3,0
TR50283,2024-12-04 06:20:33.701600,CUST1068,30,Male,Ajman,Pharmacy,Vitamins,1,93.03,93.03,False,False,93,0
TR50284,2024-11-30 07:16:38.701600,CUST1331,64,Female,Dubai,Toys,Action Figure,1,44.57,44.57,True,True,44,0
TR50285,2024-12-26 13:30:37.701600,CUST1200,27,Female,Dubai,Electronics,Smartphone,1,1156.62,1156.62,False,True,1156,0
TR50286,2025-03-08 04:28:32.701600,CUST1111,41,Male,Dubai,Clothing,Jeans,1,136.86,136.86,True,True,136,0
TR50287,2025-01-29 15:40:02.701600,CUST1153,49,Male,Ras Al Khaimah,Home,Cookware Set,1,315.6,315.6,False,True,315,0
TR50288,2024-12-10 21:00:00.701600,CUST1125,44,Male,Abu Dhabi,Home,Bedsheet,1,181.44,181.44,False,False,181,0
TR50289,2025-05-29 21:30:24.701600,CUST1030,26,Female,Dubai,Pharmacy,Vitamins,1,91.02,91.02,True,True,91,0
TR50290,2025-06-15 11:33:17.701600,CUST1182,46,Female,Abu Dhabi,Electronics,Laptop,1,2440.51,2440.51,True,True,2440,0
TR50291,2025-01-23 10:39:20.701600,CUST1180,44,Male,Dubai,Grocery,Rice 5kg,1,28.41,28.41,True,True,28,0
TR50292,2025-09-10 20:42:17.701600,CUST1240,19,Female,Dubai,Pharmacy,Vitamins,1,95.57,95.57,True,False,95,0
TR50293,2025-08-12 00:59:18.701600,CUST1243,36,Male,Dubai,Grocery,Olive Oil 1L,1,44.26,44.26,False,False,44,0
TR50294,2025-03-07 20:37:09.701600,CUST1030,26,Female,Dubai,Electronics,Laptop,1,2849.01,2849.01,True,False,2849,0
TR50295,2024-12-07 16:55:57.701600,CUST1066,34,Male,Abu Dhabi,Clothing,Dress,1,194.55,194.55,True,False,194,0
TR50296,2025-01-29 13:27:02.701600,CUST1259,50,Male,Dubai,Electronics,Powerbank,1,77.61,77.61,True,False,77,0
TR50297,2025-01-14 04:45:12.701600,CUST1015,43,Male,Dubai,Grocery,Milk 1L,1,6.2,6.2,True,False,6,0
TR50298,2025-03-15 17:51:33.701600,CUST1071,73,Male,Dubai,Electronics,Powerbank,1,79.82,79.82,True,False,79,0
TR50299,2025-09-02 11:37:01.701600,CUST1227,60,Male,Ajman,Grocery,Olive Oil 1L,1,44.29,44.29,False,False,44,0
TR50300,2025-08-23 23:52:37.701600,CUST1056,18,Male,Abu Dhabi,Electronics,Headphones,2,131.22,262.44,False,False,262,0
TR50301,2025-02-25 20:57:31.701600,CUST1264,23,Female,Dubai,Grocery,Olive Oil 1L,1,46.78,46.78,False,False,46,0
TR50302,2025-09-02 21:57:58.701600,CUST1338,43,Male,Dubai,Electronics,Laptop,2,2875.01,5750.02,True,False,5750,0
TR50303,2025-02-11 13:43:15.701600,CUST1234,24,Male,Abu Dhabi,Grocery,Olive Oil 1L,1,45.06,45.06,False,False,45,0
TR50304,2024-11-19 01:33:17.701600,CUST1392,46,Male,Dubai,Grocery,Rice 5kg,1,35.43,35.43,False,False,35,0
TR50305,2024-11-23 00:42:38.701600,CUST1332,55,Male,Abu Dhabi,Electronics,Powerbank,1,76.94,76.94,True,True,76,0
TR50306,2025-06-16 14:43:38.701600,CUST1094,44,Female,Sharjah,Clothing,Jacket,1,337.71,337.71,False,False,337,0
TR50307,2025-07-15 04:50:26.701600,CUST1046,74,Male,Abu Dhabi,Home,Cookware Set,1,349.38,349.38,False,False,349,0
TR50308,2025-09-13 17:20:03.701600,CUST1358,68,Female,Ras Al Khaimah,Grocery,Olive Oil 1L,1,44.61,44.61,True,False,44,0
TR50309,2025-03-12 11:37:42.701600,CUST1083,53,Male,Abu Dhabi,Toys,Action Figure,1,45.33,45.33,False,True,45,0
TR50310,2025-08-06 06:47:11.701600,CUST1111,41,Male,Dubai,Toys,Action Figure,2,48.57,97.14,True,True,97,0
TR50311,2025-06-21 08:51:07.701600,CUST1323,60,Male,Sharjah,Clothing,T-Shirt,1,52.44,52.44,True,True,52,0
TR50312,2025-04-06 12:51:27.701600,CUST1248,62,Female,Ras Al Khaimah,Grocery,Bread,1,3.56,3.56,True,False,3,0
TR50313,2025-07-14 14:46:52.701600,CUST1268,28,Male,Dubai,Clothing,Jacket,1,333.36,333.36,False,False,333,0
TR50314,2025-05-15 21:57:53.701600,CUST1039,22,Male,Sharjah,Grocery,Bread,1,2.84,2.27,True,True,2,33
TR50315,2025-05-21 11:09:38.701600,CUST1174,67,Female,Abu Dhabi,Home,Bedsheet,1,175.56,175.56,False,False,175,0
TR50316,2025-09-17 14:05:04.701600,CUST1190,25,Male,Sharjah,Home,Cookware Set,1,336.89,336.89,True,False,336,0
TR50317,2025-03-15 02:03:00.701600,CUST1000,23,Male,Sharjah,Home,Bedsheet,2,157.95,315.9,False,True,315,0
TR50318,2024-11-28 18:41:17.701600,CUST1234,24,Male,Abu Dhabi,Home,Bedsheet,1,171.15,171.15,False,False,171,0
TR50319,2025-06-21 00:42:56.701600,CUST1134,61,Female,Abu Dhabi,Toys,Action Figure,1,50.14,50.14,True,False,50,0
TR50320,2025-02-23 01:57:40.701600,CUST1100,57,Male,Dubai,Grocery,Bread,1,3.63,3.63,False,False,3,0
TR50321,2025-01-05 06:55:20.701600,CUST1338,43,Male,Dubai,Grocery,Rice 5kg,1,30.98,30.98,True,True,30,0
TR50322,2025-06-01 03:56:59.701600,CUST1326,25,Female,Abu Dhabi,Electronics,Headphones,1,132.47,132.47,False,False,132,0
TR50323,2025-01-16 17:28:01.701600,CUST1375,26,Male,Dubai,Electronics,Headphones,1,118.76,118.76,False,True,118,0
TR50324,2025-08-07 09:30:32.701600,CUST1156,25,Female,Dubai,Grocery,Rice 5kg,1,34.19,34.19,True,False,34,0
TR50325,2025-02-09 16:03:40.701600,CUST1157,19,Female,Abu Dhabi,Electronics,Headphones,1,130.27,130.27,True,False,130,0
TR50326,2024-12-29 21:16:48.701600,CUST1007,18,Female,Ras Al Khaimah,Clothing,T-Shirt,1,57.29,57.29,False,False,57,0
TR50327,2025-04-13 12:52:12.701600,CUST1248,62,Female,Ras Al Khaimah,Grocery,Rice 5kg,1,31.18,31.18,True,True,31,0
TR50328,2025-02-05 01:29:17.701600,CUST1389,71,Female,Sharjah,Electronics,Headphones,1,119.83,119.83,False,True,119,0
TR50329,2025-09-28 13:16:08.701600,CUST1248,62,Female,Ras Al Khaimah,Clothing,Jacket,1,269.54,269.54,True,True,269,0
TR50330,2024-10-24 23:18:54.701600,CUST1031,61,Male,Dubai,Electronics,Smartphone,1,1083.79,1083.79,True,False,1083,0
TR50331,2024-11-17 12:26:33.701600,CUST1249,46,Female,Abu Dhabi,Grocery,Bread,1,3.33,3.33,True,False,3,0
TR50332,2025-07-19 06:12:40.701600,CUST1096,51,Female,Dubai,Toys,Action Figure,1,48.71,48.71,False,False,48,0
TR50333,2025-08-16 17:24:41.701600,CUST1234,24,Male,Abu Dhabi,Grocery,Milk 1L,1,5.88,5.88,False,False,5,0
TR50334,2024-11-10 12:45:42.701600,CUST1109,59,Male,Dubai,Electronics,Powerbank,1,80.04,64.03,True,False,80,107
TR50335,2025-04-22 08:24:10.701600,CUST1196,56,Female,Ras Al Khaimah,Electronics,Powerbank,1,77.59,77.59,False,False,77,0
TR50336,2024-12-27 22:31:52.701600,CUST1131,74,Male,Ajman,Home,Bedsheet,1,187.88,187.88,False,False,187,0
TR50337,2025-05-09 12:38:51.701600,CUST1182,46,Female,Abu Dhabi,Grocery,Olive Oil 1L,1,41.87,33.5,True,True,41,102
TR50338,2025-08-08 09:28:17.701600,CUST1119,26,Female,Abu Dhabi,Clothing,Jacket,1,331.2,331.2,True,False,331,0
TR50339,2024-11-04 09:26:34.701600,CUST1012,72,Female,Abu Dhabi,Clothing,Dress,1,195.29,195.29,False,False,195,0
TR50340,2025-06-24 23:58:50.701600,CUST1297,51,Male,Dubai,Grocery,Rice 5kg,1,35.32,35.32,True,False,35,0
TR50341,2025-06-11 05:22:13.701600,CUST1287,33,Female,Abu Dhabi,Electronics,Powerbank,1,75.37,75.37,True,False,75,0
TR50342,2025-05-10 09:36:55.701600,CUST1377,59,Male,Abu Dhabi,Home,Cookware Set,1,349.3,349.3,True,False,349,0
TR50343,2025-03-30 14:15:12.701600,CUST1028,38,Female,Sharjah,Grocery,Olive Oil 1L,2,45.4,90.8,False,False,90,0
TR50344,2025-02-15 15:56:18.701600,CUST1203,23,Female,Sharjah,Clothing,Dress,1,189.61,189.61,True,False,189,0
TR50345,2025-09-24 04:26:55.701600,CUST1136,66,Male,Abu Dhabi,Clothing,Jacket,1,293.01,293.01,False,True,293,0
TR50346,2025-09-07 18:17:12.701600,CUST1310,61,Male,Ajman,Home,Cookware Set,1,364.13,364.13,True,False,364,0
TR50347,2025-06-11 04:09:14.701600,CUST1397,50,Male,Fujairah,Grocery,Olive Oil 1L,1,36.51,36.51,False,True,36,0
TR50348,2025-02-11 09:08:33.701600,CUST1071,73,Male,Dubai,Pharmacy,Vitamins,1,78.48,78.48,True,True,78,0
TR50349,2025-09-12 17:13:47.701600,CUST1347,48,Male,Sharjah,Electronics,Laptop,1,2704.0,2704.0,False,False,2704,0
TR50350,2025-05-30 15:37:27.701600,CUST1076,22,Female,Sharjah,Pharmacy,Vitamins,1,95.85,95.85,True,False,95,0
TR50351,2025-07-31 07:53:08.701600,CUST1324,50,Female,Sharjah,Electronics,Powerbank,1,78.62,78.62,True,False,78,0
TR50352,2025-08-04 08:53:53.701600,CUST1007,18,Female,Ras Al Khaimah,Grocery,Olive Oil 1L,1,43.12,43.12,False,True,43,0
TR50353,2024-10-07 22:42:06.701600,CUST1031,61,Male,Dubai,Pharmacy,Vitamins,1,91.37,91.37,True,False,91,0
TR50354,2025-02-12 09:01:40.701600,CUST1343,46,Male,Dubai,Electronics,Smartphone,1,1253.35,1253.35,True,False,1253,0
TR50355,2025-03-03 21:24:05.701600,CUST1114,20,Female,Dubai,Electronics,Laptop,1,2643.38,2643.38,True,False,2643,0
TR50356,2024-12-14 11:01:45.701600,CUST1060,24,Male,Sharjah,Home,Bedsheet,1,182.97,182.97,True,False,182,0
TR50357,2025-06-19 02:32:34.701600,CUST1272,22,Female,Abu Dhabi,Home,Bedsheet,1,173.93,173.93,True,False,173,0
TR50358,2025-01-27 03:00:26.701600,CUST1133,49,Male,Dubai,Clothing,Jeans,1,146.38,146.38,False,False,146,0
TR50359,2025-08-12 20:10:47.701600,CUST1075,74,Female,Abu Dhabi,Clothing,Jeans,1,147.59,147.59,True,False,147,0
TR50360,2024-10-15 06:25:40.701600,CUST1195,45,Male,Abu Dhabi,Pharmacy,Vitamins,1,89.74,89.74,True,False,89,0
TR50361,2025-06-11 21:09:39.701600,CUST1194,69,Male,Dubai,Electronics,Smartphone,1,982.25,982.25,False,True,982,0
TR50362,2025-07-17 00:53:34.701600,CUST1104,57,Female,Dubai,Clothing,Jeans,1,151.32,151.32,True,False,151,0
TR50363,2025-07-08 13:17:33.701600,CUST1216,21,Male,Dubai,Home,Bedsheet,2,188.66,377.32,False,False,377,0
TR50364,2024-10-26 18:02:42.701600,CUST1270,27,Female,Dubai,Pharmacy,Vitamins,2,96.66,193.32,True,False,193,0
TR50365,2025-03-14 20:55:01.701600,CUST1236,48,Male,Dubai,Clothing,Jeans,1,140.39,140.39,True,False,140,0
TR50366,2025-04-03 18:37:05.701600,CUST1077,49,Male,Sharjah,Electronics,Laptop,2,2662.71,5325.42,False,False,5325,0
TR50367,2024-10-29 06:34:36.701600,CUST1022,23,Male,Dubai,Grocery,Rice 5kg,1,36.71,36.71,True,False,36,0
TR50368,2025-08-01 17:45:37.701600,CUST1259,50,Male,Dubai,Electronics,Headphones,1,128.63,128.63,True,False,128,0
TR50369,2025-09-12 21:05:51.701600,CUST1085,69,Male,Abu Dhabi,Home,Cookware Set,1,350.89,350.89,True,False,350,0
TR50370,2025-03-13 11:18:45.701600,CUST1344,31,Male,Dubai,Grocery,Milk 1L,1,5.93,5.93,True,False,5,0
TR50371,2025-07-11 01:17:33.701600,CUST1012,72,Female,Abu Dhabi,Electronics,Laptop,1,2714.17,2714.17,False,False,2714,0
TR50372,2025-08-29 13:16:49.701600,CUST1053,69,Female,Ras Al Khaimah,Electronics,Powerbank,1,81.31,81.31,False,False,81,0
TR50373,2024-12-16 00:27:38.701600,CUST1045,71,Female,Dubai,Clothing,Jacket,1,339.26,339.26,False,False,339,0
TR50374,2025-01-23 23:52:58.701600,CUST1364,19,Female,Abu Dhabi,Grocery,Milk 1L,1,5.78,5.78,True,False,5,0
TR50375,2024-09-30 23:47:14.701600,CUST1210,20,Female,Dubai,Home,Cookware Set,1,347.13,347.13,True,False,347,0
TR50376,2025-07-02 11:12:26.701600,CUST1366,61,Female,Ajman,Clothing,T-Shirt,1,57.3,57.3,True,False,57,0
TR50377,2025-08-13 22:24:18.701600,CUST1102,35,Male,Dubai,Pharmacy,Vitamins,1,90.36,90.36,False,True,90,0
TR50378,2025-06-10 14:22:22.701600,CUST1031,61,Male,Dubai,Pharmacy,Vitamins,1,94.77,94.77,True,False,94,0
TR50379,2024-10-13 23:36:26.701600,CUST1318,25,Male,Dubai,Toys,Action Figure,1,49.59,49.59,True,False,49,0
TR50380,2025-01-04 23:25:23.701600,CUST1334,38,Male,Sharjah,Clothing,T-Shirt,1,55.05,55.05,False,True,55,0
TR50381,2025-08-29 14:31:34.701600,CUST1086,20,Female,Sharjah,Grocery,Milk 1L,3,6.22,18.66,True,False,18,0
TR50382,2025-01-11 11:42:27.701600,CUST1094,44,Female,Sharjah,Electronics,Smartphone,1,1181.84,1181.84,False,False,1181,0
TR50383,2025-02-17 16:00:09.701600,CUST1102,35,Male,Dubai,Home,Bedsheet,1,175.79,175.79,False,False,175,0
TR50384,2025-03-27 14:02:46.701600,CUST1317,73,Male,Ras Al Khaimah,Clothing,T-Shirt,2,59.12,118.24,False,False,118,0
TR50385,2025-04-19 07:28:31.701600,CUST1088,72,Female,Abu Dhabi,Clothing,Dress,1,195.81,195.81,True,False,195,0
TR50386,2025-09-28 06:19:26.701600,CUST1216,21,Male,Dubai,Clothing,Jacket,1,329.49,329.49,False,False,329,0
TR50387,2025-09-05 12:14:10.701600,CUST1272,22,Female,Abu Dhabi,Toys,Action Figure,1,47.95,47.95,True,False,47,0
TR50388,2024-11-25 20:40:18.701600,CUST1186,22,Female,Sharjah,Grocery,Rice 5kg,1,33.0,33.0,True,False,33,0
TR50389,2024-10-25 12:10:39.701600,CUST1245,68,Female,Dubai,Grocery,Bread,1,3.56,3.56,True,False,3,0
TR50390,2025-09-15 02:25:05.701600,CUST1355,63,Female,Sharjah,Clothing,Dress,1,207.41,207.41,False,False,207,0
TR50391,2024-11-22 04:15:57.701600,CUST1191,54,Female,Sharjah,Home,Bedsheet,1,185.12,185.12,True,False,185,0
TR50392,2025-06-11 17:34:22.701600,CUST1140,72,Female,Dubai,Home,Bedsheet,1,177.39,177.39,True,True,177,0
TR50393,2025-01-23 18:06:24.701600,CUST1383,37,Female,Fujairah,Grocery,Rice 5kg,1,36.55,36.55,True,False,36,0
TR50394,2025-01-11 01:58:44.701600,CUST1111,41,Male,Dubai,Home,Cookware Set,2,357.67,715.34,True,False,715,0
TR50395,2025-09-11 07:41:42.701600,CUST1067,67,Female,Dubai,Electronics,Laptop,1,2637.74,2637.74,True,True,2637,0
TR50396,2025-05-17 06:35:14.701600,CUST1257,38,Female,Dubai,Grocery,Milk 1L,1,5.59,5.59,True,False,5,0
TR50397,2025-04-23 12:21:33.701600,CUST1272,22,Female,Abu Dhabi,Pharmacy,Vitamins,1,95.86,95.86,True,False,95,0
TR50398,2024-10-02 12:07:02.701600,CUST1072,20,Male,Sharjah,Home,Cookware Set,1,333.05,333.05,False,False,333,0
TR50399,2025-03-28 19:36:15.701600,CUST1283,56,Male,Ras Al Khaimah,Grocery,Rice 5kg,1,35.29,35.29,True,False,35,0
TR50400,2025-09-20 09:31:28.701600,CUST1111,41,Male,Dubai,Electronics,Smartphone,1,1169.76,1169.76,True,False,1169,0
TR50401,2025-06-16 05:43:21.701600,CUST1155,40,Male,Dubai,Home,Bedsheet,1,173.5,173.5,False,False,173,0
TR50402,2025-02-22 19:30:12.701600,CUST1124,65,Male,Dubai,Electronics,Smartphone,1,1199.83,1199.83,False,False,1199,0
TR50403,2025-06-16 04:12:31.701600,CUST1119,26,Female,Abu Dhabi,Home,Bedsheet,1,174.95,174.95,True,False,174,0
TR50404,2025-05-28 04:17:25.701600,CUST1009,23,Female,Abu Dhabi,Clothing,Dress,2,205.0,410.0,True,False,410,0
TR50405,2024-11-05 02:19:38.701600,CUST1026,43,Male,Dubai,Electronics,Powerbank,1,75.84,75.84,False,False,75,0
TR50406,2025-08-15 04:56:22.701600,CUST1007,18,Female,Ras Al Khaimah,Grocery,Bread,1,3.44,3.44,False,False,3,0
